,0
893,6453.93
894,7107.43
895,7382.82
896,7412.86
897,7393.67
898,7307.03
899,7215.86
900,7240.45
901,7343.27
902,7643.43
903,7893.13
904,8358.89
905,8810.23
906,9116.85
907,8765.13
908,8291.55
909,7946.06
910,7689.68
911,7508.14
912,7209.44
913,6842.51
914,6426.54
915,6134.95
916,6084.0
917,6373.48
918,6906.82
919,7206.7
920,7211.57
921,7182.45
922,7349.77
923,7491.02
924,7315.35
925,7142.69
926,7154.67
927,7611.1
928,8138.2
929,8601.55
930,8842.34
931,8371.95
932,7939.64
933,7647.56
934,7602.38
935,7403.78
936,7217.88
937,6833.7
938,6375.23
939,6042.12
940,5966.62
941,6003.9
942,6308.09
943,6665.12
944,6935.41
945,6679.84
946,6016.69
947,5674.18
948,5663.5
949,5663.92
950,5878.86
951,6321.4
952,7012.65
953,7598.35
954,8039.78
955,7650.93
956,7348.58
957,7128.26
958,6998.84
959,6889.67
960,6584.19
961,6293.51
962,5859.21
963,5637.46
964,5564.17
965,5650.93
966,5999.1
967,6029.45
968,6067.25
969,5856.29
970,5629.17
971,5236.04
972,5316.57
973,5170.46
974,5390.2
975,5889.73
976,6739.48
977,7684.29
978,8423.88
979,8165.92
980,7810.2
981,7551.47
982,7269.52
983,6998.19
984,6775.82
985,6476.43
986,6130.89
987,5944.52
988,5998.07
989,6444.44
990,7286.39
991,7730.9
992,7534.75
993,6997.88
994,6573.15
995,6142.2
996,6069.21
997,6161.68
998,6357.41
999,6793.46
1000,7545.78
1001,8488.12
1002,9249.82
1003,8954.01
1004,8573.4
1005,8125.5
1006,7897.5
1007,7674.11
1008,7460.26
1009,7146.92
1010,6686.31
1011,6289.34
1012,6298.25
1013,6727.86
1014,7528.19
1015,7997.86
1016,7645.56
1017,7010.85
1018,6534.99
1019,6253.91
1020,6061.66
1021,6151.22
1022,6395.83
1023,6870.7
1024,7572.6
1025,8347.83
1026,9039.69
1027,8703.44
1028,8251.67
1029,7930.14
1030,7712.42
1031,7451.7
1032,7179.04
1033,6816.95
1034,6349.44
1035,6032.09
1036,5985.27
1037,6397.65
1038,7125.66
1039,7549.27
1040,7423.23
1041,6999.31
1042,6670.41
1043,6508.04
1044,6535.34
1045,6611.07
1046,6794.21
1047,7159.51
1048,7747.51
1049,8395.57
1050,8906.39
1051,8502.65
1052,8046.93
1053,7732.78
1054,7577.44
1055,7325.31
1056,7160.45
1057,6866.0
1058,6371.28
1059,6131.16
1060,6106.16
1061,6443.44
1062,7181.4
1063,7408.2
1064,7253.73
1065,6893.16
1066,6575.5
1067,6293.6
1068,6251.46
1069,6409.3
1070,6716.33
1071,7254.36
1072,7841.49
1073,8449.52
1074,8926.08
1075,8526.45
1076,8117.22
1077,7824.02
1078,7640.04
1079,7431.2
1080,7261.43
1081,6908.19
1082,6513.95
1083,6250.62
1084,6233.15
1085,6542.11
1086,7201.13
1087,7593.86
1088,7535.61
1089,7140.58
1090,6884.48
1091,6742.03
1092,6793.55
1093,6914.53
1094,7173.54
1095,7531.88
1096,7902.15
1097,8390.59
1098,8644.84
1099,8307.62
1100,7949.85
1101,7694.23
1102,7647.29
1103,7523.96
1104,7362.5
1105,6979.33
1106,6548.36
1107,6146.72
1108,6062.33
1109,6194.81
1110,6572.07
1111,7021.1
1112,7484.67
1113,7464.22
1114,7403.18
1115,7169.01
1116,7299.15
1117,7262.33
1118,7218.19
1119,7264.91
1120,7485.59
1121,7925.03
1122,8502.58
1123,8098.31
1124,7813.19
1125,7568.34
1126,7491.64
1127,7338.72
1128,7085.8
1129,6740.87
1130,6340.96
1131,6051.55
1132,5984.18
1133,6054.55
1134,6356.42
1135,6534.52
1136,6555.88
1137,6417.74
1138,6070.44
1139,5613.13
1140,5573.09
1141,5593.15
1142,5808.67
1143,6232.31
1144,7017.72
1145,7877.48
1146,8607.22
1147,8227.04
1148,7894.54
1149,7587.32
1150,7397.74
1151,7156.16
1152,6902.09
1153,6633.9
1154,6333.6
1155,6067.11
1156,6130.57
1157,6594.15
1158,7408.14
1159,7910.07
1160,7702.53
1161,7140.25
1162,6644.38
1163,6341.67
1164,6311.81
1165,6419.43
1166,6665.25
1167,7160.33
1168,7814.63
1169,8624.43
1170,9190.3
1171,8788.86
1172,8333.07
1173,7971.38
1174,7706.54
1175,7513.2
1176,7345.24
1177,6980.27
1178,6530.58
1179,6193.32
1180,6201.46
1181,6570.79
1182,7487.3
1183,8083.61
1184,7732.56
1185,7043.65
1186,6628.88
1187,6494.32
1188,6612.05
1189,6758.05
1190,6946.57
1191,7236.17
1192,7937.62
1193,8608.4
1194,9121.82
1195,8787.69
1196,8340.06
1197,8003.57
1198,7855.23
1199,7458.99
1200,7327.98
1201,6996.3
1202,6465.34
1203,6153.84
1204,6158.31
1205,6580.3
1206,7420.49
1207,8127.06
1208,7759.3
1209,7126.14
1210,6690.53
1211,6395.58
1212,6359.45
1213,6397.1
1214,6627.05
1215,7091.63
1216,7872.74
1217,8694.52
1218,9353.74
1219,9078.1
1220,8693.88
1221,8352.74
1222,8111.19
1223,7799.93
1224,7600.97
1225,7252.71
1226,6677.33
1227,6380.84
1228,6398.0
1229,6773.34
1230,7727.93
1231,8398.44
1232,8128.51
1233,7340.09
1234,6810.87
1235,6535.62
1236,6389.49
1237,6578.31
1238,6703.11
1239,7118.72
1240,7869.74
1241,8862.01
1242,9605.85
1243,9362.78
1244,9002.16
1245,8566.19
1246,8297.19
1247,7972.76
1248,7732.75
1249,7363.06
1250,6887.31
1251,6537.61
1252,6510.4
1253,6949.19
1254,7866.04
1255,8680.79
1256,8349.44
1257,7571.95
1258,6889.0
1259,6462.43
1260,6291.82
1261,6326.63
1262,6521.58
1263,6963.34
1264,7729.46
1265,8573.56
1266,9117.49
1267,8805.97
1268,8552.43
1269,8306.49
1270,8119.88
1271,7898.43
1272,7734.45
1273,7365.46
1274,6883.1
1275,6533.56
1276,6457.56
1277,6638.7
1278,7059.52
1279,7456.13
1280,7491.65
1281,6877.83
1282,6321.56
1283,5905.21
1284,5694.66
1285,5604.78
1286,5833.48
1287,6352.31
1288,7025.69
1289,7830.89
1290,8467.86
1291,8142.0
1292,7895.69
1293,7666.26
1294,7591.03
1295,7402.64
1296,7085.15
1297,6797.76
1298,6381.26
1299,6175.41
1300,6189.97
1301,6285.98
1302,6559.78
1303,6843.68
1304,6708.21
1305,6363.2
1306,5892.67
1307,5555.54
1308,5577.43
1309,5602.53
1310,5817.82
1311,6352.4
1312,7140.39
1313,7956.03
1314,8624.07
1315,8315.42
1316,7985.39
1317,7700.51
1318,7421.65
1319,7180.78
1320,6938.98
1321,6657.88
1322,6379.6
1323,6141.08
1324,6187.5
1325,6623.59
1326,7495.61
1327,8206.94
1328,7985.15
1329,7363.64
1330,6809.57
1331,6524.78
1332,6463.95
1333,6496.9
1334,6677.9
1335,7104.47
1336,7845.32
1337,8718.34
1338,9367.19
1339,8970.61
1340,8498.59
1341,8139.78
1342,7897.69
1343,7655.07
1344,7451.49
1345,7155.92
1346,6667.55
1347,6359.76
1348,6374.09
1349,6777.24
1350,7657.93
1351,8304.96
1352,8048.2
1353,7405.87
1354,6921.76
1355,6729.03
1356,6564.69
1357,6601.03
1358,6897.16
1359,7297.72
1360,7970.02
1361,8738.31
1362,9356.86
1363,8921.24
1364,8559.71
1365,8224.68
1366,7915.58
1367,7667.28
1368,7434.64
1369,7100.62
1370,6635.81
1371,6305.6
1372,6296.53
1373,6649.63
1374,7555.29
1375,8145.55
1376,7863.51
1377,7270.99
1378,7035.63
1379,6861.34
1380,6868.19
1381,6930.83
1382,7071.23
1383,7438.68
1384,7893.8
1385,8671.07
1386,9161.67
1387,8815.93
1388,8472.08
1389,8127.89
1390,7897.99
1391,7649.48
1392,7443.67
1393,7128.61
1394,6674.15
1395,6355.23
1396,6348.46
1397,6775.85
1398,7692.98
1399,8323.14
1400,8106.31
1401,7410.27
1402,6927.32
1403,6631.16
1404,6540.45
1405,6647.99
1406,6918.26
1407,7372.64
1408,8015.84
1409,8744.71
1410,9269.29
1411,8891.94
1412,8529.02
1413,8202.19
1414,7987.73
1415,7763.69
1416,7482.43
1417,7210.77
1418,6771.39
1419,6407.36
1420,6389.61
1421,6807.23
1422,7649.94
1423,8282.94
1424,8165.54
1425,7602.67
1426,7100.68
1427,6852.6
1428,6867.48
1429,6958.73
1430,7120.79
1431,7478.93
1432,8046.32
1433,8656.02
1434,8971.47
1435,8529.05
1436,8164.89
1437,7925.83
1438,7820.63
1439,7664.12
1440,7451.48
1441,7069.09
1442,6616.74
1443,6252.86
1444,6128.27
1445,6237.11
1446,6628.62
1447,7032.91
1448,7162.15
1449,6868.08
1450,6599.37
1451,6420.17
1452,6326.29
1453,6385.1
1454,6405.79
1455,6840.24
1456,7388.59
1457,8061.73
1458,8415.92
1459,7966.75
1460,7642.72
1461,7404.2
1462,7318.85
1463,7163.76
1464,6975.26
1465,6579.9
1466,6220.76
1467,5999.06
1468,5943.01
1469,6008.97
1470,6285.2
1471,6588.51
1472,6818.34
1473,6725.82
1474,6610.59
1475,6308.8
1476,6141.19
1477,6114.58
1478,6422.43
1479,6685.88
1480,7440.01
1481,8200.51
1482,8624.54
1483,8221.89
1484,7832.69
1485,7525.09
1486,7348.74
1487,7113.31
1488,6865.47
1489,6598.62
1490,6238.43
1491,6064.37
1492,6083.07
1493,6436.52
1494,7342.6
1495,8110.02
1496,7975.91
1497,7342.02
1498,6948.14
1499,6588.57
1500,6525.32
1501,6709.8
1502,7065.04
1503,7556.99
1504,8301.49
1505,9077.57
1506,9324.52
1507,8809.55
1508,8321.66
1509,7977.25
1510,7739.51
1511,7502.55
1512,7314.83
1513,6988.49
1514,6506.92
1515,6150.59
1516,6165.51
1517,6599.87
1518,7415.56
1519,8178.93
1520,8387.77
1521,8380.59
1522,8337.0
1523,8367.89
1524,8377.69
1525,8355.47
1526,8506.77
1527,8647.56
1528,8961.57
1529,9593.34
1530,9885.27
1531,9396.47
1532,8869.37
1533,8416.57
1534,8136.61
1535,7820.71
1536,7597.29
1537,7141.07
1538,6637.45
1539,6295.51
1540,6285.56
1541,6641.11
1542,7523.56
1543,8353.6
1544,8546.3
1545,8501.47
1546,8391.01
1547,8193.55
1548,8215.44
1549,8106.61
1550,7825.05
1551,8144.27
1552,8647.09
1553,9390.11
1554,9734.84
1555,9272.67
1556,8820.0
1557,8355.1
1558,8043.63
1559,7820.35
1560,7532.1
1561,7191.12
1562,6688.16
1563,6362.29
1564,6279.95
1565,6641.93
1566,7545.41
1567,8389.23
1568,8614.94
1569,8291.92
1570,8053.54
1571,7874.54
1572,7756.64
1573,7723.37
1574,7802.05
1575,7951.1
1576,8449.26
1577,9141.42
1578,9433.95
1579,8970.95
1580,8597.15
1581,8168.66
1582,7933.27
1583,7721.15
1584,7483.63
1585,7085.39
1586,6553.78
1587,6207.28
1588,6188.44
1589,6572.16
1590,7300.51
1591,7929.04
1592,8006.83
1593,7778.69
1594,7636.58
1595,7514.31
1596,7472.23
1597,7541.14
1598,7565.95
1599,7781.93
1600,8221.52
1601,8813.36
1602,8952.68
1603,8541.85
1604,8207.3
1605,7922.51
1606,7816.57
1607,7691.04
1608,7475.81
1609,7102.71
1610,6532.54
1611,6165.0
1612,6117.31
1613,6208.14
1614,6605.61
1615,6970.27
1616,7106.17
1617,6889.03
1618,6562.41
1619,6518.5
1620,6310.85
1621,6313.67
1622,6523.52
1623,7032.05
1624,7627.97
1625,8135.82
1626,8334.96
1627,7968.94
1628,7663.88
1629,7490.38
1630,7366.38
1631,7232.63
1632,6994.17
1633,6573.88
1634,6194.35
1635,5957.88
1636,5865.65
1637,5924.95
1638,6179.5
1639,6568.47
1640,6798.7
1641,7133.7
1642,7044.8
1643,6924.54
1644,6693.95
1645,6598.05
1646,6732.34
1647,7089.57
1648,7504.86
1649,8236.22
1650,8544.05
1651,8244.53
1652,7956.1
1653,7663.21
1654,7372.0
1655,7154.59
1656,6895.76
1657,6591.77
1658,6216.05
1659,6010.84
1660,6084.79
1661,6517.58
1662,7336.97
1663,8145.99
1664,7953.47
1665,7302.89
1666,6939.71
1667,6639.34
1668,6596.9
1669,6946.68
1670,7188.85
1671,7608.91
1672,8277.35
1673,9015.78
1674,9321.25
1675,8890.68
1676,8489.94
1677,8119.31
1678,7911.29
1679,7651.63
1680,7475.44
1681,7138.72
1682,6665.33
1683,6365.23
1684,6275.9
1685,6673.19
1686,7547.14
1687,8323.4
1688,8248.94
1689,7884.75
1690,7528.18
1691,7377.06
1692,7411.58
1693,7476.25
1694,7609.7
1695,7856.09
1696,8444.67
1697,9273.62
1698,9583.99
1699,9165.45
1700,8732.79
1701,8346.26
1702,8057.45
1703,7810.97
1704,7547.22
1705,7239.36
1706,6746.28
1707,6403.07
1708,6377.32
1709,6742.61
1710,7602.65
1711,8450.25
1712,8402.8
1713,7867.94
1714,7394.04
1715,7224.9
1716,7054.91
1717,7185.28
1718,7340.14
1719,7663.65
1720,8294.75
1721,9031.48
1722,8994.75
1723,8842.96
1724,8715.29
1725,8355.12
1726,8127.33
1727,7873.46
1728,7653.94
1729,7307.47
1730,6813.61
1731,6467.13
1732,6446.06
1733,6839.99
1734,7816.83
1735,8573.44
1736,8334.28
1737,7580.07
1738,7034.37
1739,6732.92
1740,6623.27
1741,6741.73
1742,6950.92
1743,7385.95
1744,8088.89
1745,8888.62
1746,9303.94
1747,8988.14
1748,8576.17
1749,8211.59
1750,7923.03
1751,7666.23
1752,7448.53
1753,7080.41
1754,6648.39
1755,6223.6
1756,6191.78
1757,6632.49
1758,7593.35
1759,8375.36
1760,8057.67
1761,7357.54
1762,6923.41
1763,6593.89
1764,6407.77
1765,6421.85
1766,6752.65
1767,7208.1
1768,8099.55
1769,9114.98
1770,9455.27
1771,9157.05
1772,8879.59
1773,8597.5
1774,8366.44
1775,8075.38
1776,7749.89
1777,7322.73
1778,6790.9
1779,6352.44
1780,6259.08
1781,6391.95
1782,6914.0
1783,7593.97
1784,7944.47
1785,7501.14
1786,6975.24
1787,6856.41
1788,6753.79
1789,6806.94
1790,6866.58
1791,7318.47
1792,8111.49
1793,9178.16
1794,9734.25
1795,9417.56
1796,9137.31
1797,8868.99
1798,8548.06
1799,8163.58
1800,7764.26
1801,7343.94
1802,6913.16
1803,6655.43
1804,6589.07
1805,6716.81
1806,7189.28
1807,7831.62
1808,8065.02
1809,7738.86
1810,7026.67
1811,6382.33
1812,6045.79
1813,5938.25
1814,6186.83
1815,6720.19
1816,7881.2
1817,9296.8
1818,10033.97
1819,9755.42
1820,9373.84
1821,8896.22
1822,8362.06
1823,7868.05
1824,7507.95
1825,7063.57
1826,6724.32
1827,6468.75
1828,6522.35
1829,7087.42
1830,8346.03
1831,9643.64
1832,9526.6
1833,8621.93
1834,7928.0
1835,7282.6
1836,7126.11
1837,7136.72
1838,7450.11
1839,7894.22
1840,8829.16
1841,9956.67
1842,10318.34
1843,9895.51
1844,9762.74
1845,9374.14
1846,8902.98
1847,8476.06
1848,8180.52
1849,7832.84
1850,7403.09
1851,7040.47
1852,6990.1
1853,7510.06
1854,8708.74
1855,9865.89
1856,9646.74
1857,8715.56
1858,7939.58
1859,7319.91
1860,7080.29
1861,7029.1
1862,7289.41
1863,7740.29
1864,8676.48
1865,9750.06
1866,10205.45
1867,10034.78
1868,9745.62
1869,9534.4
1870,9036.48
1871,8513.93
1872,8250.7
