,0
4391,7919.5
4392,7747.86
4393,7427.55
4394,6980.49
4395,6623.42
4396,6567.17
4397,6867.82
4398,7714.06
4399,8122.97
4400,7864.51
4401,7100.5
4402,6368.58
4403,5875.5
4404,5721.13
4405,5726.84
4406,5944.37
4407,6401.12
4408,7097.15
4409,8017.54
4410,9018.39
4411,8669.52
4412,8129.31
4413,7987.69
4414,7836.77
4415,7632.94
4416,7515.8
4417,7251.59
4418,6729.81
4419,6139.35
4420,6346.52
4421,6600.85
4422,7323.34
4423,7586.16
4424,7573.31
4425,7263.74
4426,6940.9
4427,6433.76
4428,6265.39
4429,6243.54
4430,6301.02
4431,6404.29
4432,7061.66
4433,8184.17
4434,9068.73
4435,8637.41
4436,8273.61
4437,7941.87
4438,7792.34
4439,7644.72
4440,7554.28
4441,7229.67
4442,6745.17
4443,6406.37
4444,6296.23
4445,6572.48
4446,7231.54
4447,7437.72
4448,7207.09
4449,6768.66
4450,6259.6
4451,5974.07
4452,5896.72
4453,5899.2
4454,6020.84
4455,6472.59
4456,7115.11
4457,7953.19
4458,8719.88
4459,8377.85
4460,7918.16
4461,7617.27
4462,7487.95
4463,7346.89
4464,7176.8
4465,6939.24
4466,6490.45
4467,6070.33
4468,5889.42
4469,6004.87
4470,6283.47
4471,6383.12
4472,6588.82
4473,6686.86
4474,6685.79
4475,6636.07
4476,6717.04
4477,7015.58
4478,7208.99
4479,7499.96
4480,7923.03
4481,8414.26
4482,8931.64
4483,8477.2
4484,8032.21
4485,7766.23
4486,7565.58
4487,7336.17
4488,7101.28
4489,6662.05
4490,6158.35
4491,5850.18
4492,5762.75
4493,5841.71
4494,6079.64
4495,6406.19
4496,6565.42
4497,6488.09
4498,6294.72
4499,6005.68
4500,5918.31
4501,5948.2
4502,6234.22
4503,6822.84
4504,7574.82
4505,8437.91
4506,9386.55
4507,9009.87
4508,8562.1
4509,8233.59
4510,7826.75
4511,7472.2
4512,7193.69
4513,6875.64
4514,6424.92
4515,6230.3
4516,6238.58
4517,6644.77
4518,7564.36
4519,7997.91
4520,7795.46
4521,7121.31
4522,6535.03
4523,6207.69
4524,5949.25
4525,5889.09
4526,6033.93
4527,6458.96
4528,7358.22
4529,8506.32
4530,9910.92
4531,9742.95
4532,9264.01
4533,8786.69
4534,8502.11
4535,8169.59
4536,7934.56
4537,7635.25
4538,7151.26
4539,6773.86
4540,6677.26
4541,7050.96
4542,7879.5
4543,8158.91
4544,7865.26
4545,6828.99
4546,6093.47
4547,5992.62
4548,5738.74
4549,5678.04
4550,5839.76
4551,6301.91
4552,7076.83
4553,8105.1
4554,9267.93
4555,9142.13
4556,8732.35
4557,8389.42
4558,8140.97
4559,7923.52
4560,7783.31
4561,7481.34
4562,6939.85
4563,6560.99
4564,6533.45
4565,6926.8
4566,7746.75
4567,7925.57
4568,7729.14
4569,7065.37
4570,6518.01
4571,6074.68
4572,5789.49
4573,5679.43
4574,5770.16
4575,6171.34
4576,6945.22
4577,7949.76
4578,9084.81
4579,8815.68
4580,8357.21
4581,8045.53
4582,7862.6
4583,7699.91
4584,7588.17
4585,7343.29
4586,6826.58
4587,6487.19
4588,6387.51
4589,6701.96
4590,7496.76
4591,7621.6
4592,7386.94
4593,6796.57
4594,6234.07
4595,5851.3
4596,5548.48
4597,5661.27
4598,5905.69
4599,6309.16
4600,7030.47
4601,7809.58
4602,8698.82
4603,8501.9
4604,8041.73
4605,7722.51
4606,7556.31
4607,7401.46
4608,7247.72
4609,6944.91
4610,6449.57
4611,6133.12
4612,6098.45
4613,6443.5
4614,7057.22
4615,7086.36
4616,6920.65
4617,6398.3
4618,5946.8
4619,5765.0
4620,5822.39
4621,5716.55
4622,5864.49
4623,6158.9
4624,6837.96
4625,7640.36
4626,8423.26
4627,8185.78
4628,7828.88
4629,7561.5
4630,7469.8
4631,7391.6
4632,7250.2
4633,6965.21
4634,6461.44
4635,6096.71
4636,5942.48
4637,6027.78
4638,6252.14
4639,6335.46
4640,6064.93
4641,5696.33
4642,5281.11
4643,5064.42
4644,5010.25
4645,5047.57
4646,5263.23
4647,5746.5
4648,6522.42
4649,7227.36
4650,7976.5
4651,7720.47
4652,7336.32
4653,7091.7
4654,6941.42
4655,6741.72
4656,6559.97
4657,6280.92
4658,5895.63
4659,5647.7
4660,5565.27
4661,5627.08
4662,5830.58
4663,5787.36
4664,5639.95
4665,5388.16
4666,5169.57
4667,4948.95
4668,5049.66
4669,5289.41
4670,5530.24
4671,6159.28
4672,6824.14
4673,7541.15
4674,8338.0
4675,8142.17
4676,7646.48
4677,7367.08
4678,7202.4
4679,6932.95
4680,6744.52
4681,6494.22
4682,6156.33
4683,5953.75
4684,5846.4
4685,6209.18
4686,6869.14
4687,7127.13
4688,7082.07
4689,6778.52
4690,6665.61
4691,6755.33
4692,6926.26
4693,7028.99
4694,7189.46
4695,7402.86
4696,7976.73
4697,8884.09
4698,9760.68
4699,9399.48
4700,8870.92
4701,8459.07
4702,8150.87
4703,7871.43
4704,7706.56
4705,7379.51
4706,6935.38
4707,6503.73
4708,6465.34
4709,6841.33
4710,7497.68
4711,7772.78
4712,7636.24
4713,7346.67
4714,6976.6
4715,6998.24
4716,7332.76
4717,7039.38
4718,7310.63
4719,7512.78
4720,8186.95
4721,9073.16
4722,10224.62
4723,9976.24
4724,9464.06
4725,8968.29
4726,8581.21
4727,8186.79
4728,7986.43
4729,7610.07
4730,7074.05
4731,6676.01
4732,6603.09
4733,7009.2
4734,7848.26
4735,8110.42
4736,7831.79
4737,7139.24
4738,6655.34
4739,6461.55
4740,6340.04
4741,6334.26
4742,6494.46
4743,6767.72
4744,7464.72
4745,8554.51
4746,9811.6
4747,9631.87
4748,9181.01
4749,8729.47
4750,8328.6
4751,8011.08
4752,7787.85
4753,7464.12
4754,7013.55
4755,6607.26
4756,6555.65
4757,6971.99
4758,7681.08
4759,7820.92
4760,7706.26
4761,7088.29
4762,6882.04
4763,6691.09
4764,6725.3
4765,6527.43
4766,6448.07
4767,6746.89
4768,7343.38
4769,8461.31
4770,9675.22
4771,9528.03
4772,9053.93
4773,8617.74
4774,8263.01
4775,7927.98
4776,7776.43
4777,7396.05
4778,6965.11
4779,6575.11
4780,6494.91
4781,6879.42
4782,7606.12
4783,7619.4
4784,7308.92
4785,6596.73
4786,6007.01
4787,5631.39
4788,5503.13
4789,5542.19
4790,5697.74
4791,6254.7
4792,7035.91
4793,7919.02
4794,8832.23
4795,8639.71
4796,8244.99
4797,7833.69
4798,7661.61
4799,7484.48
4800,7300.18
4801,6941.03
4802,6468.2
4803,6064.24
4804,5916.91
4805,6004.43
4806,6229.89
4807,6310.37
4808,6377.74
4809,6487.15
4810,6478.87
4811,6354.4
4812,6259.11
4813,6718.53
4814,6815.76
4815,6708.88
4816,6936.25
4817,7433.81
4818,8306.04
4819,8188.89
4820,7840.58
4821,7502.26
4822,7410.13
4823,7161.43
4824,6950.7
4825,6567.56
4826,6172.36
4827,5932.84
4828,5883.6
4829,6011.63
4830,6178.8
4831,6006.14
4832,5759.29
4833,5419.01
4834,5103.35
4835,4842.34
4836,4767.17
4837,4812.42
4838,4983.58
4839,5429.79
4840,6300.73
4841,7263.15
4842,8310.09
4843,8188.13
4844,7795.98
4845,7504.08
4846,7293.96
4847,7029.37
4848,6813.47
4849,6510.77
4850,6110.64
4851,5917.48
4852,5912.75
4853,6291.39
4854,6899.25
4855,6957.59
4856,6636.94
4857,6110.91
4858,5793.57
4859,5512.62
4860,5638.32
4861,5746.77
4862,6046.32
4863,6533.06
4864,7375.43
4865,8203.02
4866,9055.33
4867,8770.34
4868,8344.57
4869,7960.15
4870,7705.73
4871,7578.18
4872,7412.98
4873,7088.77
4874,6628.3
4875,6312.18
4876,6222.73
4877,6648.8
4878,7248.27
4879,7415.68
4880,7370.08
4881,7012.32
4882,6633.18
4883,6536.14
4884,6523.45
4885,6553.21
4886,6581.45
4887,7041.98
4888,7623.75
4889,8737.1
4890,9923.99
4891,9775.17
4892,9270.19
4893,8747.35
4894,8374.09
4895,8032.85
4896,7793.27
4897,7447.75
4898,6955.14
4899,6595.99
4900,6548.71
4901,6908.19
4902,7679.17
4903,7587.88
4904,7236.37
4905,6596.24
4906,6090.23
4907,5849.4
4908,5769.54
4909,5762.74
4910,5888.36
4911,6269.51
4912,6990.57
4913,7948.0
4914,9152.59
4915,9106.16
4916,8715.31
4917,8324.03
4918,8138.81
4919,7923.48
4920,7749.3
4921,7370.67
4922,6960.35
4923,6615.31
4924,6547.9
4925,6917.78
4926,7526.24
4927,7357.51
4928,7113.16
4929,6551.84
4930,6075.54
4931,5678.67
4932,5495.52
4933,5522.64
4934,5740.73
4935,6190.31
4936,6940.03
4937,7781.94
4938,8706.62
4939,8556.73
4940,8166.95
4941,7848.98
4942,7683.24
4943,7559.21
4944,7379.88
4945,7137.46
4946,6650.14
4947,6295.68
4948,6203.93
4949,6479.45
4950,6993.34
4951,6794.53
4952,6483.05
4953,5925.07
4954,5648.27
4955,5469.4
4956,5477.28
4957,5613.33
4958,5958.21
4959,6355.92
4960,6934.93
4961,7763.02
4962,8272.87
4963,8191.08
4964,7759.38
4965,7502.04
4966,7434.46
4967,7337.93
4968,7132.9
4969,6789.0
4970,6344.88
4971,6024.14
4972,5909.67
4973,6064.93
4974,6182.0
4975,6022.53
4976,5895.46
4977,5571.39
4978,5188.96
4979,5053.46
4980,5073.68
4981,5144.12
4982,5404.06
4983,5983.87
4984,6847.89
4985,7688.6
4986,8430.18
4987,8265.95
4988,7909.55
4989,7613.19
4990,7451.18
4991,7270.65
4992,7007.17
4993,6640.28
4994,6260.62
4995,6007.64
4996,5868.95
4997,6014.38
4998,6194.53
4999,6290.09
5000,6206.63
5001,6357.98
5002,6394.61
5003,6279.11
5004,6242.38
5005,6237.08
5006,6396.67
5007,6642.88
5008,7323.99
5009,8194.02
5010,9164.08
5011,9030.21
5012,8516.85
5013,8177.32
5014,7802.97
5015,7451.95
5016,7154.01
5017,6765.99
5018,6442.41
5019,6214.04
5020,6181.99
5021,6533.9
5022,7182.29
5023,7446.85
5024,7292.3
5025,6688.22
5026,6654.29
5027,6462.87
5028,6340.94
5029,6375.97
5030,6549.52
5031,6656.45
5032,7158.66
5033,8062.73
5034,9239.5
5035,9143.54
5036,8630.28
5037,8207.06
5038,7983.7
5039,7724.96
5040,7559.03
5041,7251.31
5042,6786.97
5043,6393.73
5044,6299.1
5045,6677.02
5046,7195.47
5047,7144.61
5048,6813.03
5049,6382.34
5050,5971.51
5051,5786.13
5052,5754.02
5053,5878.7
5054,6444.77
5055,6689.97
5056,7254.45
5057,8029.8
5058,8840.1
5059,8675.96
5060,8211.07
5061,7799.77
5062,7659.05
5063,7507.02
5064,7374.86
5065,6980.15
5066,6519.15
5067,6174.01
5068,6129.53
5069,6420.11
5070,6897.66
5071,6907.41
5072,7207.55
5073,7459.79
5074,7446.22
5075,7267.68
5076,7780.25
5077,7846.62
5078,7927.55
5079,8041.17
5080,8239.65
5081,8540.06
5082,9037.17
5083,8765.96
5084,8257.22
5085,7898.79
5086,7684.66
5087,7582.95
5088,7430.72
5089,7110.78
5090,6631.32
5091,6211.36
5092,6104.4
5093,6433.39
5094,6924.7
5095,6874.65
5096,6868.02
5097,6612.46
5098,6490.14
5099,6708.46
5100,6709.54
5101,6505.91
5102,6398.21
5103,6984.06
5104,7348.21
5105,7961.31
5106,8698.06
5107,8508.06
5108,8043.99
5109,7661.73
5110,7486.36
5111,7338.21
5112,7263.77
5113,7301.17
5114,7185.16
5115,7177.21
5116,7130.82
5117,7049.97
5118,7007.55
5119,6988.94
5120,6850.95
5121,6806.73
5122,6742.66
5123,6685.84
5124,6622.18
5125,6549.39
5126,6533.36
5127,6482.99
5128,6328.63
5129,6304.11
5130,6260.21
5131,6134.56
5132,6102.89
5133,6065.9
5134,6064.98
5135,6057.25
5136,6021.2
5137,6058.25
5138,6067.26
5139,6069.25
5140,6070.09
5141,6137.65
5142,6288.62
5143,6327.7
5144,6375.0
5145,6476.21
5146,6447.86
5147,6498.56
5148,6663.63
5149,6786.61
5150,6786.99
5151,6861.91
5152,6812.12
5153,6846.93
5154,6880.41
5155,6952.68
5156,6938.06
5157,7018.69
5158,7049.35
5159,6935.31
5160,7028.36
5161,7145.36
5162,7143.79
5163,7067.76
5164,7046.28
5165,7094.55
5166,7061.31
5167,6992.15
5168,6936.76
5169,6845.67
5170,6602.84
5171,6501.71
5172,6377.76
5173,6321.46
5174,6247.58
5175,6163.53
5176,6182.07
5177,6157.4
5178,6063.74
5179,6040.59
5180,6009.07
5181,6007.6
5182,5866.37
5183,5776.76
5184,5891.43
5185,5892.2
5186,5882.29
5187,5866.31
5188,5976.13
5189,6070.11
5190,6087.82
5191,6228.43
5192,6195.94
5193,6205.18
5194,6201.82
5195,6144.14
5196,6309.99
5197,6560.57
5198,6768.91
5199,6867.11
5200,6945.42
5201,7003.04
5202,6907.4
5203,7111.29
5204,7134.29
5205,7260.26
5206,7224.43
5207,7265.34
5208,7336.04
5209,7523.04
5210,7603.34
5211,7682.62
5212,7766.83
5213,7804.73
5214,7958.16
5215,8047.82
5216,8165.54
5217,8284.51
5218,8367.46
5219,8364.83
5220,8412.66
5221,8530.39
5222,8572.75
5223,8497.46
5224,8601.35
5225,8532.05
5226,8436.93
5227,8275.18
5228,8304.72
5229,8145.04
5230,8075.6
5231,8077.0
5232,8053.68
5233,7933.61
5234,7854.17
5235,7846.93
5236,7811.34
5237,7734.55
5238,7715.89
5239,7591.68
5240,7517.61
5241,7441.11
5242,7476.5
5243,7393.4
5244,7557.85
5245,7441.6
5246,7501.08
5247,7468.31
5248,7492.85
5249,7399.93
5250,7457.8
5251,7376.03
5252,7298.96
5253,7392.37
5254,7324.07
5255,7266.06
5256,7239.88
5257,7201.17
5258,7189.87
5259,7113.26
5260,7071.15
5261,7023.84
5262,6874.78
5263,6881.58
5264,6816.54
5265,6738.32
5266,6678.59
5267,6584.92
5268,6513.35
5269,6419.75
5270,6300.83
5271,6172.25
5272,6104.31
5273,6105.19
5274,6032.27
5275,6052.31
5276,5986.63
5277,5999.13
5278,5945.45
5279,5931.94
5280,5948.49
5281,5922.1
5282,5861.0
5283,5878.03
5284,5848.38
5285,5890.54
5286,5973.25
5287,6015.56
5288,5977.09
5289,5938.58
5290,5981.86
5291,6022.51
5292,6071.32
5293,6064.77
5294,5993.86
5295,5963.79
5296,5983.41
5297,6054.06
5298,5992.43
5299,5934.74
5300,5921.76
5301,5885.11
5302,5790.57
5303,5852.07
5304,5857.32
5305,5772.89
5306,5712.32
5307,5710.24
5308,5553.17
5309,5591.96
5310,5598.17
5311,5538.36
5312,5498.57
5313,5400.17
5314,5387.14
5315,5419.53
5316,5410.18
5317,5356.04
5318,5436.01
5319,5454.37
5320,5395.31
5321,5542.55
5322,5630.18
5323,5698.43
5324,5837.19
5325,5763.04
5326,5883.93
5327,5936.31
5328,6007.0
5329,5912.16
5330,5840.88
5331,5974.7
5332,5932.08
5333,5869.47
5334,5789.49
5335,5882.69
5336,5922.15
5337,5858.55
5338,5959.29
5339,6045.83
5340,6008.89
5341,5992.06
5342,6195.79
5343,6349.08
5344,6403.77
5345,6383.38
5346,6304.13
5347,6319.01
5348,6439.62
5349,6405.06
5350,6378.47
5351,6555.28
5352,6684.22
5353,6678.97
5354,6770.17
5355,6962.2
5356,7201.28
5357,7262.75
5358,7348.97
5359,7332.93
5360,7455.76
5361,7633.91
5362,7822.07
5363,7890.99
5364,7944.45
5365,8027.79
5366,8161.8
5367,8162.15
5368,8223.05
5369,8196.03
5370,8012.35
5371,8017.02
5372,7943.45
5373,7897.58
5374,7769.06
5375,7688.73
5376,7655.75
5377,7571.57
5378,7545.62
5379,7477.29
5380,7410.7
5381,7393.59
5382,7351.6
5383,7352.66
5384,7253.37
5385,7183.23
5386,7230.93
5387,7074.49
5388,7220.4
5389,7253.39
5390,7137.42
5391,7089.06
5392,7110.52
5393,7034.3
5394,7108.81
5395,7054.85
5396,6987.37
5397,7076.74
5398,7068.47
5399,6964.68
5400,6931.84
5401,6815.65
5402,6802.41
5403,6730.32
5404,6674.86
5405,6558.56
5406,6560.75
5407,6419.63
5408,6375.77
5409,6357.45
5410,6331.28
5411,6295.15
5412,6154.72
5413,6120.48
5414,5992.66
5415,5963.09
5416,5917.81
5417,5889.76
5418,5819.12
5419,5781.32
5420,5793.99
5421,5752.23
5422,5741.71
5423,5767.49
5424,5732.61
5425,5741.35
5426,5789.4
5427,5808.26
5428,5732.06
5429,5836.48
5430,5903.45
5431,5915.08
5432,5891.29
5433,5816.7
5434,5875.63
5435,5844.77
5436,5872.85
5437,5922.43
5438,5800.93
5439,5794.74
5440,5787.84
5441,5796.48
5442,5700.69
5443,5764.8
5444,5649.25
5445,5697.34
5446,5553.21
5447,5592.13
5448,5584.79
5449,5522.97
5450,5451.85
5451,5507.73
5452,5357.73
5453,5256.64
5454,5182.75
5455,5129.59
5456,5092.2
5457,5041.45
5458,4978.12
5459,4969.2
5460,4914.25
5461,4880.1
5462,4933.81
5463,4901.52
5464,4917.27
5465,4964.51
5466,5011.23
5467,5166.89
5468,5139.88
5469,5085.98
5470,5140.26
5471,5087.14
5472,5064.78
5473,5073.79
5474,4930.65
5475,4921.42
5476,5014.87
5477,4974.77
5478,5009.66
5479,4960.56
5480,5001.94
5481,4881.32
5482,4958.25
5483,5168.42
5484,5149.02
5485,5165.31
5486,5138.14
5487,5220.1
5488,5294.44
5489,5413.02
5490,5572.94
5491,5939.06
5492,6095.18
5493,6283.83
5494,6304.48
5495,6323.81
5496,6237.46
5497,6205.57
5498,6477.34
5499,6685.08
5500,6673.27
5501,6830.65
5502,6890.24
5503,7043.46
5504,7130.33
5505,7209.39
5506,7351.14
5507,7341.77
5508,7540.15
5509,7551.92
5510,7635.1
5511,7620.24
5512,7447.33
5513,7398.55
5514,7336.34
5515,7297.92
5516,7267.5
5517,7274.05
5518,7224.57
5519,7119.49
5520,7111.45
5521,7089.62
5522,7005.39
5523,6919.67
5524,7010.58
5525,6928.98
5526,6928.37
5527,6902.84
5528,6934.6
5529,7018.65
5530,6936.13
5531,6900.19
5532,6894.95
5533,6984.17
5534,6933.57
5535,6923.23
5536,6818.81
5537,6798.46
5538,6769.01
5539,6663.5
5540,6472.95
5541,6545.38
5542,6540.5
5543,6372.58
5544,6424.28
5545,6376.92
5546,6257.15
5547,6287.77
5548,6198.26
5549,6135.32
5550,6026.64
5551,6022.89
5552,5845.1
5553,5828.76
5554,5760.8
5555,5704.76
5556,5637.51
5557,5629.97
5558,5626.68
5559,5619.56
5560,5590.0
5561,5575.76
5562,5577.98
5563,5558.19
5564,5556.23
5565,5499.07
5566,5527.23
5567,5527.37
5568,5557.42
5569,5565.41
5570,5585.02
5571,5587.15
5572,5644.48
5573,5664.51
5574,5723.49
5575,5851.97
5576,5877.76
5577,5832.51
5578,5863.03
5579,5856.68
5580,5905.81
5581,5901.93
5582,5933.25
5583,5905.91
5584,5766.1
5585,5729.67
5586,5805.41
5587,5720.75
5588,5719.04
5589,5671.98
5590,5548.47
5591,5529.62
5592,5568.7
5593,5488.8
5594,5415.98
5595,5331.57
5596,5196.01
5597,5182.91
5598,5141.94
5599,5141.65
5600,5088.18
5601,4934.56
5602,4972.3
5603,4866.49
5604,4804.27
5605,4835.98
5606,4814.45
5607,4691.59
5608,4668.08
5609,4626.62
5610,4693.42
5611,4616.94
5612,4643.87
5613,4679.75
5614,4668.24
5615,4661.2
5616,4628.4
5617,4702.7
5618,4708.84
5619,4705.05
5620,4708.49
5621,4855.86
5622,4762.97
5623,4700.57
5624,4740.45
5625,4825.58
5626,4859.82
5627,4823.1
5628,4842.38
5629,4989.06
5630,4955.43
5631,5134.45
5632,5231.41
5633,5276.56
5634,5479.1
5635,5559.02
5636,5633.55
5637,5868.59
5638,5926.32
5639,6157.05
5640,6261.86
5641,6422.56
5642,6576.96
5643,6844.87
5644,7065.66
5645,7060.44
5646,7195.46
5647,7324.57
5648,7511.17
5649,7562.71
5650,7696.59
5651,7666.15
5652,7635.22
5653,7750.17
5654,7760.37
5655,7797.94
5656,7815.31
5657,7655.8
5658,7585.21
5659,7524.65
5660,7478.22
5661,7328.67
5662,7376.34
5663,7203.66
5664,7178.43
5665,7212.87
5666,7267.01
5667,7134.86
5668,7015.48
5669,7032.24
5670,7043.68
5671,7018.25
5672,6943.66
5673,7023.8
5674,6945.63
5675,6915.71
5676,6993.31
5677,7017.19
5678,6927.31
5679,6898.76
5680,6934.19
5681,6819.01
5682,6864.4
5683,6858.12
5684,6739.19
5685,6825.6
5686,6740.32
5687,6701.61
5688,6754.78
5689,6670.8
5690,6693.94
5691,6626.74
5692,6565.46
5693,6396.95
5694,6350.59
5695,6224.28
5696,6237.14
5697,6117.8
5698,6052.11
5699,6041.25
5700,5933.64
5701,5941.68
5702,5847.81
5703,5857.4
5704,5849.55
5705,5782.98
5706,5755.38
5707,5791.39
5708,5779.04
5709,5746.02
5710,5742.88
5711,5797.29
5712,5944.86
5713,5945.61
5714,5994.71
5715,5973.78
5716,6109.25
5717,6244.79
5718,6384.05
5719,6624.1
5720,6560.48
5721,6655.08
5722,6858.86
5723,6972.19
5724,7073.36
5725,7115.62
5726,7031.28
5727,7133.8
5728,7212.93
5729,7043.26
5730,7006.06
5731,6936.56
5732,7011.4
5733,6870.22
5734,6706.72
5735,6587.07
5736,6569.12
5737,6496.96
5738,6296.02
5739,6303.12
5740,6145.06
5741,6111.16
5742,5968.01
5743,6019.81
5744,5875.83
5745,5758.07
5746,5719.19
5747,5708.67
5748,5706.78
5749,5654.96
5750,5566.41
5751,5567.45
5752,5560.61
5753,5576.95
5754,5566.92
5755,5420.7
5756,5432.8
5757,5362.2
5758,5381.44
5759,5389.6
5760,5396.18
5761,5391.2
5762,5344.21
5763,5322.37
5764,5293.61
5765,5364.41
5766,5345.96
5767,5324.55
5768,5381.73
5769,5314.37
5770,5386.34
5771,5395.0
5772,5393.3
5773,5479.99
5774,5524.8
5775,5638.55
5776,5702.5
5777,5787.62
5778,5958.8
5779,6072.42
5780,6200.7
5781,6281.12
5782,6442.2
5783,6585.5
5784,6750.69
5785,6897.51
5786,7117.97
5787,7312.75
5788,7477.39
5789,7678.18
5790,7768.07
5791,7831.54
5792,7993.98
5793,8046.22
5794,8107.92
5795,8263.8
5796,8241.04
5797,8268.35
5798,8378.96
5799,8354.04
5800,8320.91
5801,8261.29
5802,8178.49
5803,8086.14
5804,8107.19
5805,8029.4
5806,7994.46
5807,7876.83
5808,7878.96
5809,7848.33
5810,7637.39
5811,7644.72
5812,7527.07
5813,7487.02
5814,7470.42
5815,7422.99
5816,7435.18
5817,7453.07
5818,7427.57
5819,7380.41
5820,7343.64
5821,7462.74
5822,7399.36
5823,7303.66
5824,7313.39
5825,7292.72
5826,7299.19
5827,7285.9
5828,7229.46
5829,7213.34
5830,7223.49
5831,7127.82
5832,7146.85
5833,7084.42
5834,6948.38
5835,6950.93
5836,6944.96
5837,6861.0
5838,6798.91
5839,6647.34
5840,6565.55
5841,6500.06
5842,6452.63
5843,6373.82
5844,6338.72
5845,6284.94
5846,6209.07
5847,6172.31
5848,6058.7
5849,6109.55
5850,6104.96
5851,6156.55
5852,6032.63
5853,6073.44
5854,6084.24
5855,6174.72
5856,6332.42
5857,6298.49
5858,6436.25
5859,6442.03
5860,6503.12
5861,6596.47
5862,6822.97
5863,7068.46
5864,7011.01
5865,7271.01
5866,7217.92
5867,7382.91
5868,7413.11
5869,7382.75
5870,7365.44
5871,7385.15
5872,7307.86
5873,7305.42
5874,7302.13
5875,7274.57
5876,7186.02
5877,6951.14
5878,6941.68
5879,6841.25
5880,6761.6
5881,6569.6
5882,6372.45
5883,6308.56
5884,6192.32
5885,6016.65
5886,5925.13
5887,5858.95
5888,5774.86
5889,5726.31
5890,5660.13
5891,5550.16
5892,5441.2
5893,5511.41
5894,5425.2
5895,5351.76
5896,5314.64
5897,5378.86
5898,5299.9
5899,5245.84
5900,5309.35
5901,5249.73
5902,5225.4
5903,5222.67
5904,5116.98
5905,5149.08
5906,5125.47
5907,5125.47
5908,5125.61
5909,5088.94
5910,5056.02
5911,5077.46
5912,5079.43
5913,5203.45
5914,5251.69
5915,5235.18
5916,5292.79
5917,5372.5
5918,5404.52
5919,5488.16
5920,5612.92
5921,5623.8
5922,5680.81
5923,5842.66
5924,6024.83
5925,6162.85
5926,6267.0
5927,6393.47
5928,6526.63
5929,6701.75
5930,6875.81
5931,7181.25
5932,7370.71
5933,7564.87
5934,7588.06
5935,7737.41
5936,7904.52
5937,7974.07
5938,7974.9
5939,8012.54
5940,8193.99
5941,8227.73
5942,8246.71
5943,8254.56
5944,8222.73
5945,8182.61
5946,8132.64
5947,8015.24
5948,7984.25
5949,7969.58
5950,7883.72
5951,7896.29
5952,7853.72
5953,7821.62
5954,7664.58
5955,7619.61
5956,7606.34
5957,7482.84
5958,7419.72
5959,7527.4
5960,7386.23
5961,7339.23
5962,7374.99
5963,7251.35
5964,7317.81
5965,7357.15
5966,7311.17
5967,7176.71
5968,7109.7
5969,7123.4
5970,7225.83
5971,7160.61
5972,7112.31
5973,7144.89
5974,7065.16
5975,7039.6
5976,6966.37
5977,6983.04
5978,6867.23
5979,6818.8
5980,6813.76
5981,6738.24
5982,6661.21
5983,6497.46
5984,6456.73
5985,6385.69
5986,6234.08
5987,6146.32
5988,6103.54
5989,6048.62
5990,6048.81
5991,6011.73
5992,5988.56
5993,5988.39
5994,6005.18
5995,6019.66
5996,6015.35
5997,5931.0
5998,5964.08
5999,6034.04
6000,6111.19
6001,6172.09
6002,6244.12
6003,6309.53
6004,6334.97
6005,6399.72
6006,6556.36
6007,6825.01
6008,6872.31
6009,6973.25
6010,7105.54
6011,7156.03
6012,7247.84
6013,7309.44
6014,7357.61
6015,7421.87
6016,7408.68
6017,7349.87
6018,7297.68
6019,7283.37
6020,7364.66
6021,7292.07
6022,7229.53
6023,7120.32
6024,7083.78
6025,6989.29
6026,6857.47
6027,6657.34
6028,6593.1
6029,6473.67
6030,6320.39
6031,6167.02
6032,6069.71
6033,5925.13
6034,5866.89
6035,5877.96
6036,5813.49
6037,5803.82
6038,5718.62
6039,5731.4
6040,5617.31
6041,5500.56
6042,5551.43
6043,5577.06
6044,5521.27
6045,5614.17
6046,5639.85
6047,5558.16
6048,5565.71
6049,5485.8
6050,5495.69
6051,5505.0
6052,5518.92
6053,5538.51
6054,5556.41
6055,5584.23
6056,5551.58
6057,5601.68
6058,5697.72
6059,5721.92
6060,5790.19
6061,5836.58
6062,5980.47
6063,6051.47
6064,6180.23
6065,6280.09
6066,6250.84
6067,6390.86
6068,6500.68
6069,6612.99
6070,6733.64
6071,6945.53
6072,7017.54
6073,7164.93
6074,7353.75
6075,7416.59
6076,7606.22
6077,7745.72
6078,7786.56
6079,7874.06
6080,7941.85
6081,8012.6
6082,8066.12
6083,8139.02
6084,8101.4
6085,8217.53
6086,8310.69
6087,8308.92
6088,8359.74
6089,8269.56
6090,8156.43
6091,8053.21
6092,7925.09
6093,7905.92
6094,7860.3
6095,7885.89
6096,7800.6
6097,7729.73
6098,7568.73
6099,7670.1
6100,7581.4
6101,7538.2
6102,7469.0
6103,7542.08
6104,7496.24
6105,7459.67
6106,7403.36
6107,7310.28
6108,7349.49
6109,7433.74
6110,7373.5
6111,7373.02
6112,7388.83
6113,7277.29
6114,7260.67
6115,7275.88
6116,7219.12
6117,7273.07
6118,7207.25
6119,7143.92
6120,7084.6
6121,7002.46
6122,6996.66
6123,6943.13
6124,6812.52
6125,6785.65
6126,6693.77
6127,6653.3
6128,6572.38
6129,6460.0
6130,6398.39
6131,6331.4
6132,6211.12
6133,6261.42
6134,6178.4
6135,6188.87
6136,6071.01
6137,6127.27
6138,6165.47
6139,6069.51
